Location,Date,Morning,Afternoon,Night,Summary,SummaryWhen,MinTemp,MaxTemp,
Kuala Kangsar,21/10/2025,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Pagi dan Petang,22,34,
Kuala Kangsar,20/10/2025,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Pagi dan Petang,22,34,
Kuala Kangsar,19/10/2025,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Pagi dan Petang,22,34,
Kuala Kangsar,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,34,
Kuala Kangsar,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,34,
Kuala Kangsar,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,34,
Kuala Kangsar,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,34,
Tanah Merah,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Tanah Merah,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Tanah Merah,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Tanah Merah,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Tanah Merah,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Tanah Merah,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,21,33,
Tanah Merah,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,21,33,
Bachok,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,26,29,
Bachok,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,26,29,
Bachok,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,26,29,
Bachok,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,26,29,
Bachok,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,26,29,
Bachok,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,26,29,
Bachok,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,26,29,
Manjung,21/10/2025,Ribut petir di beberapa tempat,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Pagi,24,32,
Manjung,20/10/2025,Ribut petir di beberapa tempat,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Pagi,24,32,
Manjung,19/10/2025,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,32,
Manjung,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,32,
Manjung,17/10/2025,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,32,
Manjung,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,24,32,
Manjung,15/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,32,
Machang,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,34,
Machang,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,34,
Machang,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,34,
Machang,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,34,
Machang,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,34,
Machang,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,21,34,
Machang,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,21,34,
Pasir Puteh,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Pasir Puteh,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Pasir Puteh,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Pasir Puteh,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Pasir Puteh,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Pasir Puteh,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,32,
Pasir Puteh,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,32,
Kinta,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,
Kinta,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,
Kinta,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,
Kinta,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,
Kinta,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,34,
Kinta,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,
Kinta,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,34,
Perak Tengah,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Perak Tengah,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Perak Tengah,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Perak Tengah,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Perak Tengah,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,34,
Perak Tengah,16/10/2025,Tiada hujan,Ribut petir di kebanyakan tempat,Hujan di beberapa tempat,Ribut petir di kebanyakan tempat,Petang,23,34,
Perak Tengah,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Kuala Krai,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Kuala Krai,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Kuala Krai,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Kuala Krai,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Kuala Krai,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Kuala Krai,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,21,33,
Kuala Krai,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,21,33,
Kampar,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Kampar,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Kampar,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Kampar,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Kampar,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,34,
Kampar,16/10/2025,Tiada hujan,Ribut petir di kebanyakan tempat,Tiada hujan,Ribut petir di kebanyakan tempat,Petang,23,34,
Kampar,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Bagan Datuk,21/10/2025,Ribut petir menyeluruh,Tiada hujan,Tiada hujan,Ribut petir menyeluruh,Pagi,23,33,
Bagan Datuk,20/10/2025,Ribut petir menyeluruh,Tiada hujan,Tiada hujan,Ribut petir menyeluruh,Pagi,23,33,
Bagan Datuk,19/10/2025,Ribut petir menyeluruh,Tiada hujan,Tiada hujan,Ribut petir menyeluruh,Pagi,23,33,
Bagan Datuk,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,33,
Bagan Datuk,17/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,33,
Bagan Datuk,16/10/2025,Tiada hujan,Ribut petir di kebanyakan tempat,Tiada hujan,Ribut petir di kebanyakan tempat,Petang,23,33,
Bagan Datuk,15/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,33,
Besut,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Besut,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Besut,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Besut,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Besut,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Besut,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,32,
Besut,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,32,
Tanah Tinggi Cameron,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,14,24,
Tanah Tinggi Cameron,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,14,24,
Tanah Tinggi Cameron,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,14,24,
Tanah Tinggi Cameron,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,14,24,
Tanah Tinggi Cameron,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,14,24,
Tanah Tinggi Cameron,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,14,24,
Tanah Tinggi Cameron,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,14,24,
Gua Musang,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Gua Musang,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Gua Musang,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Gua Musang,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Gua Musang,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Gua Musang,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,21,33,
Gua Musang,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,21,33,
Hilir Perak,21/10/2025,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,23,35,
Hilir Perak,20/10/2025,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,23,35,
Hilir Perak,19/10/2025,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,23,35,
Hilir Perak,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,35,
Hilir Perak,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,35,
Hilir Perak,16/10/2025,Tiada hujan,Ribut petir di kebanyakan tempat,Hujan di beberapa tempat,Ribut petir di kebanyakan tempat,Petang,23,35,
Hilir Perak,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,35,
Batang Padang,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Batang Padang,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Batang Padang,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Batang Padang,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Batang Padang,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,34,
Batang Padang,16/10/2025,Tiada hujan,Ribut petir di kebanyakan tempat,Hujan di beberapa tempat,Ribut petir di kebanyakan tempat,Petang,23,34,
Batang Padang,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Setiu,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Setiu,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Setiu,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Setiu,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Setiu,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
Setiu,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,32,
Setiu,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,32,
Sabak Bernam,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Sabak Bernam,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Sabak Bernam,19/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Sabak Bernam,18/10/2025,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,23,34,
Sabak Bernam,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Sabak Bernam,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Sabak Bernam,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Lipis,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Lipis,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Lipis,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Lipis,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Lipis,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Lipis,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Lipis,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Muallim,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,35,
Muallim,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,35,
Muallim,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,35,
Muallim,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,35,
Muallim,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,35,
Muallim,16/10/2025,Tiada hujan,Ribut petir di kebanyakan tempat,Hujan di beberapa tempat,Ribut petir di kebanyakan tempat,Petang,23,35,
Muallim,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,35,
Kuala Nerus,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,30,
Kuala Nerus,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,30,
Kuala Nerus,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,30,
Kuala Nerus,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,30,
Kuala Nerus,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,23,30,
Kuala Nerus,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,30,
Kuala Nerus,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,30,
Hulu Terengganu,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,32,
